region,count,sum,average
98,47,2767.645752,58.886082
99,38,2056.482178,54.117950
100,59,3251.687012,55.113338
101,38,1913.719727,50.361046
102,50,2601.946045,52.038921
103,36,1907.017822,52.972717
104,41,2276.574707,55.526211
105,45,2309.721191,51.327137
106,45,2668.763428,59.305855
107,41,2008.413940,48.985706
108,41,1849.420166,45.107807
109,44,2233.120850,50.752747
110,55,2968.214355,53.967533
111,49,2392.932861,48.835365
112,37,2176.771973,58.831676
113,58,3259.171143,56.192604
114,37,1780.347168,48.117493
115,45,2585.562988,57.456955
116,48,2673.380615,55.695431
117,51,2779.982422,54.509460
118,48,2740.300293,57.089588
119,47,2407.106201,51.215027
120,51,2689.289062,52.731159
121,59,3120.406982,52.888252
122,42,2165.496582,51.559441
123,37,2115.132324,57.165737
124,52,2749.865479,52.882027
125,51,2399.981689,47.058464
126,54,2818.276611,52.190308
127,40,2237.678223,55.941956
128,48,2450.323730,51.048412
129,43,2191.256836,50.959461
130,53,2940.464355,55.480461
131,46,2368.231689,51.483299
132,41,2251.553955,54.915951
133,51,2858.777832,56.054466
134,64,3687.959473,57.624367
135,50,2608.657227,52.173145
136,46,2408.526855,52.359280
137,50,2537.454590,50.749092
138,46,2155.734131,46.863785
139,49,2707.318115,55.251389
140,52,2638.081787,50.732342
141,31,1786.381592,57.625214
142,65,3806.921631,58.568024
143,51,2680.497559,52.558777
144,31,1545.654297,49.859818
145,38,1742.808472,45.863380
146,51,2666.631836,52.286900
147,50,2587.206787,51.744137
148,45,2503.440918,55.632019
149,51,2442.092041,47.884159
150,43,2515.843994,58.507999
151,47,2311.862061,49.188553
152,46,2316.435059,50.357285
153,43,2313.056152,53.792004
154,43,2274.904053,52.904747
155,54,2889.177246,53.503281
156,34,1539.802368,45.288303
157,66,3245.557617,49.175114
158,54,2939.175537,54.429176
159,43,2255.055420,52.443150
160,40,2229.980469,55.749512
161,45,2524.876709,56.108372
162,38,1923.996826,50.631496
163,45,2249.265625,49.983681
164,58,3056.877930,52.704792
165,61,3151.025146,51.656151
166,51,2556.128906,50.120174
167,41,2126.934326,51.876446
168,37,1788.008911,48.324566
169,54,2734.291748,50.635033
170,42,2348.554688,55.917969
171,56,2907.004150,51.910789
172,32,1938.004272,60.562634
173,52,2903.364014,55.833923
174,59,3062.365967,51.904507
175,48,2411.140381,50.232090
176,49,2732.006592,55.755238
177,46,2370.190918,51.525890
178,51,2799.994385,54.901852
179,55,2536.923096,46.125874
180,40,1939.894165,48.497353
181,50,2436.432861,48.728657
182,52,2599.474365,49.989891
183,63,3213.634766,51.010075
184,38,1957.787598,51.520725
185,39,2141.148193,54.901237
186,51,2510.417725,49.223877
187,32,1925.244995,60.163906
188,55,2872.792725,52.232594
189,46,2137.653320,46.470726
190,40,2074.870605,51.871765
191,48,2688.347656,56.007244
192,55,2907.677002,52.866856
193,46,2258.194824,49.091190
194,62,3446.954590,55.596043
195,43,2265.363037,52.682861
196,38,1825.617310,48.042561
197,34,1710.630615,50.312664
198,50,2432.282715,48.645653
199,44,2540.708496,57.743374
200,45,1990.233398,44.227409
201,43,2232.248535,51.912758
202,43,2405.658691,55.945553
203,51,2514.585449,49.305595
204,69,3318.882568,48.099747
205,42,1759.003052,41.881023
206,51,2818.695801,55.268543
207,40,2226.855469,55.671387
208,48,2295.828857,47.829769
209,46,2035.148071,44.242348
210,46,2372.445312,51.574898
211,56,2956.938965,52.802483
212,54,2985.340332,55.284081
213,48,2499.846924,52.080143
214,42,2237.236572,53.267536
215,52,2779.756836,53.456863
216,53,2989.933105,56.413834
217,48,2257.917725,47.039951
218,49,2752.951172,56.182678
219,47,2051.263916,43.643913
220,45,2494.356689,55.430149
221,49,2391.783203,48.811901
222,54,2550.388184,47.229412
223,41,1919.365723,46.813797
224,45,2571.965820,57.154797
225,46,2585.533447,56.207249
226,47,2490.705322,52.993729
227,51,2500.078369,49.021145
228,40,2208.571045,55.214275
229,39,1943.422607,49.831348
230,56,2804.696777,50.083870
231,51,2904.791992,56.956707
232,81,3830.189209,47.286285
233,47,2331.691895,49.610466
234,42,2514.879639,59.878086
235,43,2054.135498,47.770592
236,41,1788.153442,43.613499
237,48,2593.507568,54.031406
238,40,2007.077271,50.176933
239,44,2205.728760,50.130199
240,50,2564.874268,51.297485
241,45,2379.761230,52.883583
242,37,1842.364258,49.793629
243,53,3083.860107,58.186039
244,45,2299.609619,51.102436
245,55,2619.567139,47.628494
246,41,1978.818115,48.263855
247,38,1983.410034,52.195000
248,39,2104.531250,53.962341
249,57,3119.405762,54.726418
250,57,2705.020020,47.456493
251,57,2659.890137,46.664738
252,36,2003.300659,55.647240
253,63,3572.250000,56.702381
254,48,2366.326904,49.298477
255,36,1617.974243,44.943729
256,47,2194.184326,46.684772
257,58,2847.099121,49.087917
258,56,2863.064453,51.126152
259,49,2316.913330,47.283947
260,40,1989.905762,49.747643
261,71,3653.663818,51.460052
262,37,1698.885376,45.915821
263,42,2192.851807,52.210758
264,50,2779.828369,55.596569
265,58,2855.480957,49.232430
266,50,2478.482910,49.569656
267,42,2239.629150,53.324505
268,52,2663.512207,51.221390
269,45,2131.130127,47.358448
270,40,2420.028564,60.500713
271,57,2677.528076,46.974178
272,62,3092.466553,49.878494
273,50,2298.026611,45.960533
274,63,3331.087402,52.874405
275,51,2645.283203,51.868298
276,38,1963.913330,51.681931
277,50,2435.252686,48.705055
278,48,2288.605225,47.679276
279,51,2457.157227,48.179554
280,56,2805.149902,50.091961
281,54,2764.565186,51.195652
282,56,2909.894531,51.962402
283,65,3307.447021,50.883801
284,55,2949.066162,53.619385
285,53,2742.417236,51.743721
286,39,1930.368164,49.496620
287,45,2135.774414,47.461655
288,52,2672.658691,51.397282
289,64,3740.891113,58.451424
290,53,2555.187988,48.211094
291,48,2428.258301,50.588715
292,31,1493.111450,48.164886
293,43,2070.212402,48.144474
294,41,2195.385986,53.546001
295,45,2542.780273,56.506229
296,50,2392.340576,47.846813
297,48,2554.684326,53.222591
298,40,2138.923340,53.473083
299,45,2214.929932,49.220665
300,51,2537.818115,49.761139
301,51,2424.293945,47.535175
302,42,2213.572266,52.704102
303,55,2481.976318,45.126842
304,52,2957.286377,56.870892
305,53,2586.293457,48.797989
306,35,1897.635498,54.218159
307,43,2314.081299,53.815845
308,47,2600.031982,55.319828
309,46,2277.392090,49.508522
310,77,4060.350586,52.731827
311,37,1977.610474,53.448933
312,49,2397.765625,48.933990
313,54,3007.360840,55.691868
314,47,2368.791504,50.399818
315,46,2497.112061,54.285046
316,43,2008.424316,46.707542
317,42,2112.750732,50.303589
318,59,3079.243164,52.190563
319,47,2682.806396,57.080986
320,39,2168.857422,55.611729
321,45,2123.932617,47.198502
322,59,2917.355469,49.446701
323,57,2872.025635,50.386414
324,56,3134.378906,55.971050
325,47,2463.188232,52.408260
326,53,2481.045898,46.812187
327,47,2576.229248,54.813389
328,54,2735.860352,50.664082
329,58,2924.924072,50.429726
330,55,2683.407471,48.789227
331,46,2048.953857,44.542477
332,36,1862.946899,51.748524
333,47,2310.183105,49.152832
334,35,1607.012939,45.914654
335,47,2438.756836,51.888443
336,36,2008.802856,55.800079
337,40,2315.740234,57.893505
338,47,2335.588135,49.693363
339,48,2499.148682,52.065598
340,37,2186.227783,59.087238
341,69,3688.735840,53.459938
342,45,2402.792236,53.395382
343,44,2454.227783,55.777905
344,50,2660.720215,53.214405
345,51,2582.261230,50.632572
346,50,2783.334717,55.666695
347,48,2796.129395,58.252697
348,38,2105.263672,55.401676
349,44,2539.390625,57.713425
350,48,2391.685547,49.826782
351,58,3207.740967,55.305878
352,47,2688.305908,57.197998
353,51,2445.631836,47.953564
354,45,2480.985352,55.133007
355,43,2079.958740,48.371132
356,32,1732.598877,54.143715
357,34,1703.726440,50.109600
358,64,3555.533447,55.555210
359,46,2304.288818,50.093235
360,52,2586.297119,49.736485
361,47,2557.774658,54.420738
362,45,2170.570557,48.234901
363,50,2873.358887,57.467178
364,66,2852.866455,43.225250
365,43,2234.557129,51.966446
366,43,1929.700317,44.876751
367,41,2420.387695,59.033848
368,58,2605.713623,44.926098
369,44,2248.156250,51.094460
370,46,2392.183350,52.003986
371,97,5393.935547,55.607582
372,42,2290.377686,54.532803
373,54,2864.037842,53.037739
374,52,2460.573242,47.318718
375,30,1959.900024,65.330002
376,38,1990.739868,52.387890
377,44,2359.977051,53.635841
378,50,2603.192383,52.063847
379,55,3322.790527,60.414371
380,42,1954.991577,46.547417
381,47,2485.302490,52.878777
382,38,2027.205688,53.347519
383,51,2775.129639,54.414307
384,50,2244.036377,44.880726
385,43,2292.767090,53.320164
386,51,2602.125977,51.022079
387,53,3287.357178,62.025608
388,39,2131.062012,54.642616
389,49,2666.318604,54.414665
390,40,2355.222168,58.880554
391,51,2688.377441,52.713284
392,45,2208.100098,49.068890
393,52,3072.920410,59.094624
394,45,2176.524414,48.367210
395,55,3222.086426,58.583389
396,39,1590.375244,40.778851
397,47,2643.222900,56.238785
398,49,2857.297607,58.312195
399,38,1951.011719,51.342415
400,53,3010.052002,56.793434
401,65,3422.816895,52.658722
402,58,3310.182129,57.072105
403,50,2717.034424,54.340687
404,41,2361.383057,57.594707
405,65,3680.717529,56.626423
406,40,2124.903076,53.122578
407,37,2133.789795,57.669994
408,45,2286.155029,50.803444
409,54,3022.238525,55.967381
410,40,2228.693115,55.717327
411,41,2238.803467,54.604961
412,49,2793.328857,57.006710
413,59,3021.043213,51.204121
414,48,2186.302246,45.547962
415,49,2235.532959,45.623123
416,50,2564.167480,51.283348
417,45,2326.834961,51.707443
418,47,2596.654541,55.247971
419,53,3127.041504,59.000782
420,50,2336.472168,46.729443
421,51,2576.062988,50.511040
422,43,2243.133789,52.165901
423,53,2567.096680,48.435787
424,63,3344.834717,53.092613
425,47,2355.553223,50.118153
426,45,2488.181396,55.292919
427,39,1808.790527,46.379246
428,40,2333.600586,58.340015
429,56,3016.514404,53.866329
430,41,1992.448242,48.596298
431,51,2346.256836,46.005035
432,50,2620.473145,52.409462
433,42,2413.882324,57.473389
434,50,2393.180664,47.863613
435,52,2645.846924,50.881672
436,52,3107.798584,59.765358
437,49,2581.746338,52.688702
438,53,2955.194580,55.758389
439,58,3357.693359,57.891266
440,44,2703.084961,61.433750
441,50,3101.041748,62.020836
442,45,2541.135498,56.469677
443,54,3023.732666,55.995049
444,54,3150.306152,58.339005
445,56,2865.743896,51.174000
446,44,2434.277832,55.324497
447,41,1986.787109,48.458221
448,60,2987.046387,49.784107
449,42,2180.189209,51.909267
450,46,2433.505371,52.902290
451,42,2175.893066,51.806976
452,41,1859.469849,45.352924
453,48,1941.253906,40.442791
454,41,1965.299561,47.934135
455,61,3084.380615,50.563618
456,53,2725.675537,51.427841
457,55,2580.857178,46.924675
458,49,2545.018555,51.939156
459,43,2415.781006,56.180954
460,47,2253.002686,47.936226
461,59,3327.816406,56.403667
462,49,2470.901123,50.426552
463,41,2215.069824,54.026093
464,49,2412.361084,49.231857
465,54,2823.216553,52.281788
466,57,2880.047119,50.527142
467,44,2605.940430,59.225918
468,59,3250.570312,55.094414
469,54,2455.410156,45.470558
470,39,2160.344238,55.393440
471,48,2681.706299,55.868881
472,49,2516.285889,51.352772
473,52,2752.799561,52.938454
474,48,2491.002686,51.895889
475,50,2582.226807,51.644535
476,39,2389.538330,61.270214
477,41,2221.871826,54.191998
478,54,2602.669922,48.197590
479,31,1468.211792,47.361671
480,43,2154.296875,50.099926
481,57,2832.505371,49.693077
482,59,3033.798096,51.420307
483,46,2583.725830,56.167953
484,55,2895.076904,52.637760
485,61,3295.151367,54.018875
486,54,2991.609131,55.400169
487,48,3097.410645,64.529388
488,46,2664.887451,57.932335
489,51,2861.688232,56.111534
490,38,2162.067871,56.896523
491,46,2246.415527,48.835121
492,47,2416.377686,51.412292
493,51,2545.526367,49.912281
494,52,2774.738525,53.360355
495,44,2194.296875,49.870384
496,59,3249.380371,55.074245
497,44,2116.090332,48.092960
498,49,2474.305420,50.496029
499,42,2053.934814,48.903210
500,39,1811.214111,46.441387
501,44,2092.210205,47.550232
502,46,2612.635742,56.796429
503,45,2310.408203,51.342403
504,59,3231.667725,54.774029
505,54,2613.019775,48.389256
506,59,2651.552979,44.941574
507,43,2152.056396,50.047825
508,41,2378.870117,58.021221
509,40,2491.298828,62.282471
510,58,3015.684326,51.994556
511,72,3690.931885,51.262943
512,49,2582.269043,52.699368
513,37,2022.625122,54.665543
514,51,2579.078369,50.570164
515,45,2551.211426,56.693588
516,44,2250.757324,51.153576
517,41,2102.636719,51.283821
518,54,3037.030029,56.241299
519,57,2750.979980,48.262806
520,33,1601.453735,48.528900
521,56,2773.809570,49.532314
522,40,2016.104980,50.402626
523,41,2151.553467,52.476913
524,43,2020.452026,46.987255
525,58,2716.497803,46.836170
526,30,1660.419800,55.347328
527,45,2341.216797,52.027039
528,59,2759.438477,46.770145
529,40,2092.060547,52.301514
530,55,2697.279053,49.041439
531,52,2759.560303,53.068466
532,62,3341.957275,53.902538
533,45,2368.214844,52.626995
534,43,2089.137695,48.584599
535,52,2327.504639,44.759705
536,49,2479.209717,50.596115
537,45,2484.419189,55.209316
538,54,2792.890137,51.720188
539,62,3326.327637,53.650444
540,39,1908.276978,48.930180
541,50,2552.824219,51.056484
542,57,2924.364258,51.304638
543,59,3163.363281,53.616325
544,39,2266.409180,58.113056
545,49,2818.239746,57.515099
546,65,3365.446533,51.776100
547,53,2886.124512,54.455181
548,44,2381.632568,54.128014
549,48,2419.304932,50.402187
550,35,1823.417847,52.097652
551,43,2034.589844,47.316044
552,39,2010.236206,51.544518
553,52,2493.768066,47.957077
554,43,2621.748291,60.970890
555,53,2832.324463,53.440083
556,47,2173.359619,46.241695
557,55,2918.194580,53.058083
558,43,2287.309814,53.193253
559,54,2982.989258,55.240543
560,46,2545.037354,55.326900
561,48,2676.484131,55.760086
562,48,2568.952393,53.519840
563,47,2611.903076,55.572407
564,51,2658.175049,52.121078
565,41,2274.124756,55.466457
566,47,2612.869873,55.592976
567,46,2649.087402,57.588856
568,49,2640.728271,53.892414
569,39,2087.481689,53.525173
570,34,1732.093506,50.943928
571,47,2325.438965,49.477425
572,41,2195.934814,53.559387
573,44,2147.598633,48.809059
574,50,2741.612793,54.832256
575,40,1874.600098,46.865002
576,37,2123.334473,57.387417
577,44,2140.590332,48.649780
578,41,1907.121948,46.515171
579,30,1697.934692,56.597824
580,38,1698.622437,44.700592
581,44,2096.420410,47.645920
582,60,3025.256104,50.420937
583,55,2429.471436,44.172207
584,41,2177.021729,53.098091
585,56,2920.443115,52.150768
586,42,2485.926270,59.188721
587,36,2104.822510,58.467293
588,35,1796.841431,51.338326
589,57,2914.137939,51.125229
590,55,2476.424561,45.025902
591,52,2738.256592,52.658779
592,46,2322.281006,50.484371
593,44,2405.843262,54.678257
594,62,3522.774414,56.818943
595,48,2553.839111,53.204983
596,50,2488.465820,49.769318
597,51,2623.998047,51.450943
598,72,3887.492676,53.992954
599,46,2458.235107,53.439892
600,42,2083.036621,49.596111
601,51,2530.754639,49.622639
602,54,2894.950684,53.610199
603,51,2814.417969,55.184666
604,48,2525.311523,52.610657
605,45,2596.037598,57.689724
606,43,2473.829346,57.530914
607,50,2642.840332,52.856808
608,51,2548.910156,49.978630
609,43,2215.354492,51.519871
610,43,2049.818359,47.670193
611,42,1928.649780,45.920235
612,51,2652.203613,52.003994
613,44,2735.071533,62.160717
614,54,2991.485840,55.397884
615,50,2652.642334,53.052845
616,52,2448.692627,47.090244
617,68,3572.490479,52.536625
618,54,3019.372070,55.914299
619,37,1984.552734,53.636559
620,45,2259.592041,50.213158
621,31,1651.816284,53.284397
622,37,1986.170654,53.680286
623,47,2261.910889,48.125763
624,59,3027.680176,51.316612
625,46,2346.445312,51.009682
626,43,2305.199707,53.609295
627,52,2725.718018,52.417656
628,54,2618.231445,48.485767
629,51,2851.413330,55.910065
630,49,2533.283203,51.699657
631,37,1768.857788,47.806969
632,54,2559.580078,47.399632
633,39,1970.702759,50.530842
634,49,2352.545898,48.011139
635,43,2768.737549,64.389244
636,45,2597.433594,57.720745
637,54,2695.016357,49.907711
638,51,2762.010742,54.157074
639,51,2840.420898,55.694527
640,47,2347.789795,49.952976
641,56,3141.440918,56.097160
642,43,2148.737305,49.970634
643,49,2552.001221,52.081657
644,49,2764.123291,56.410679
645,52,2744.737793,52.783421
646,43,2245.798828,52.227879
647,65,3244.066162,49.908710
648,47,2174.618652,46.268482
649,43,2417.280762,56.215832
650,47,2269.002930,48.276657
651,66,3433.389160,52.021049
652,46,2184.937256,47.498634
653,55,3184.911621,57.907482
654,51,2444.649170,47.934296
655,61,3138.019775,51.442947
656,45,2068.677979,45.970623
657,41,2120.905762,51.729408
658,57,2715.957031,47.648369
659,38,2129.995361,56.052509
660,44,2221.525635,50.489220
661,35,1798.893433,51.396954
662,51,2893.016602,56.725815
663,55,2879.506836,52.354671
664,48,2566.314453,53.464886
665,39,1903.686279,48.812469
666,41,2293.337158,55.935051
667,45,2174.935059,48.331890
668,50,2745.380127,54.907604
669,48,2357.341797,49.111286
670,54,3160.780273,58.532967
671,43,2245.482422,52.220520
672,45,2566.903564,57.042301
673,41,2070.980713,50.511726
674,44,2587.628174,58.809731
675,46,2379.125488,51.720119
676,44,2333.924561,53.043739
677,53,2932.840576,55.336617
678,42,2184.008545,52.000202
679,37,1921.813477,51.940907
680,46,2508.431885,54.531128
681,54,2709.681152,50.179279
682,51,2590.588867,50.795860
683,53,2905.197266,54.815044
684,42,2187.334717,52.079399
685,46,2233.407715,48.552341
686,47,2475.784912,52.676273
687,52,2726.089111,52.424789
688,33,1837.851440,55.692467
689,40,1828.407715,45.710194
690,45,2165.329590,48.118435
691,39,1795.142334,46.029289
692,49,2876.232178,58.698616
693,45,2192.168213,48.714848
694,55,2959.364990,53.806637
695,51,2464.377441,48.321125
696,39,2056.229980,52.723846
697,45,2227.364014,49.496979
698,48,3047.642822,63.492558
699,35,1400.190918,40.005455
700,58,2933.702148,50.581070
701,46,2658.405762,57.791431
702,45,2522.014404,56.044765
703,51,2958.724365,58.014202
704,46,2244.336670,48.789928
705,46,2323.992188,50.521568
706,43,2114.247559,49.168549
707,38,2360.148682,62.109177
708,55,3012.686279,54.776115
709,46,1888.174561,41.047272
710,45,2438.811523,54.195812
711,52,3055.135254,58.752602
712,43,2552.591309,59.362587
713,58,3369.233643,58.090237
714,53,2838.216309,53.551250
715,46,2252.460938,48.966541
716,39,2049.498535,52.551243
717,53,2897.005859,54.660488
718,39,1814.961548,46.537476
719,44,2291.936279,52.089462
720,39,1945.857910,49.893791
721,47,2213.628418,47.098476
722,70,3903.853516,55.769337
723,57,3154.530518,55.342640
724,45,2465.828125,54.796181
725,53,3047.547852,57.500904
726,48,2561.180420,53.357925
727,46,2503.167480,54.416683
728,52,2707.928955,52.075558
729,45,2483.592529,55.190945
730,43,1874.719116,43.598118
731,43,2258.213135,52.516586
732,36,1791.883057,49.774529
733,39,2009.927246,51.536594
734,52,2649.608398,50.954006
735,49,2625.173096,53.574963
736,42,2072.627197,49.348267
737,36,1999.574951,55.543747
738,53,2687.466797,50.706921
739,43,2369.893066,55.113792
740,45,2253.141113,50.069801
741,59,2958.615967,50.146034
742,50,2604.636963,52.092739
743,42,2624.241455,62.481941
744,54,2840.319824,52.598515
745,40,2142.126221,53.553154
746,44,2062.166504,46.867420
747,50,2979.926758,59.598534
748,43,2346.423828,54.567997
749,39,1981.421753,50.805687
750,35,1633.729736,46.677994
751,45,2531.871582,56.263813
752,43,2098.525146,48.802910
753,57,3349.395508,58.761326
754,54,2814.706787,52.124199
755,41,2119.161621,51.686871
756,53,3127.540283,59.010193
757,57,3339.982178,58.596180
758,60,3184.995850,53.083263
759,45,2153.456543,47.854591
760,50,2713.501709,54.270035
761,54,2816.617676,52.159588
762,50,2602.482178,52.049644
763,38,2051.564941,53.988552
764,51,2411.846436,47.291107
765,52,2673.322510,51.410049
766,42,2440.385986,58.104427
767,36,1979.895752,54.997105
768,51,2700.217041,52.945431
769,42,2058.491943,49.011711
770,61,3561.463867,58.384655
771,43,2498.564209,58.106144
772,48,2646.693604,55.139450
773,96,5042.843750,52.529621
774,38,1860.263916,48.954315
775,40,2352.177979,58.804451
776,46,2557.003174,55.587025
777,52,2565.282715,49.332359
778,54,3074.663574,56.938213
779,42,2106.312988,50.150311
780,46,2573.574463,55.947269
781,36,1956.548706,54.348576
782,42,2090.096436,49.764202
783,39,1941.841309,49.790802
784,44,2375.608154,53.991093
785,44,2376.816162,54.018551
786,43,2329.944580,54.184757
787,54,3070.496338,56.861042
788,47,2567.241455,54.622158
789,47,2370.776855,50.442062
790,31,1558.393921,50.270771
791,58,3328.141357,57.381748
792,49,2580.487549,52.663010
793,45,2125.081055,47.224022
794,38,1957.461182,51.512135
795,61,2859.157959,46.871441
796,53,2797.340088,52.780003
797,53,2799.834961,52.827076
798,48,2321.466309,48.363880
799,50,2589.072266,51.781445
800,48,2754.754150,57.390713
801,48,2679.764404,55.828426
802,47,2438.389648,51.880630
803,47,2449.107910,52.108681
804,60,3149.486084,52.491436
805,44,2330.754639,52.971695
806,50,2438.897705,48.777954
807,45,2682.925781,59.620571
808,35,1718.110840,49.088882
809,37,2221.698486,60.045906
810,43,2320.703369,53.969845
811,56,3100.319580,55.362850
812,51,2824.692627,55.386131
813,38,1960.661743,51.596363
814,44,2262.756348,51.426281
815,43,2480.892090,57.695164
816,24,1456.135010,60.672291
817,54,3130.763184,57.977097
818,59,3046.235107,51.631104
819,58,2610.746582,45.012871
820,66,3929.380859,59.536072
821,52,2634.792725,50.669090
822,40,2148.081055,53.702026
823,46,2525.605469,54.904469
824,50,2522.024170,50.440483
825,43,2371.979004,55.162304
826,39,1982.020508,50.821037
827,51,2548.941406,49.979244
828,49,2822.788086,57.607922
829,54,2321.224854,42.985645
830,54,2938.636719,54.419197
831,39,1861.532593,47.731606
832,53,2612.776855,49.297676
833,39,2132.106201,54.669392
834,42,2190.570312,52.156437
835,48,2873.343750,59.861328
836,40,2307.489990,57.687248
837,44,2240.356934,50.917202
838,36,1998.154663,55.504295
839,48,2754.036621,57.375763
840,63,3495.507324,55.484241
841,46,2338.843994,50.844433
842,56,2788.331787,49.791637
843,36,1973.958008,54.832169
844,48,2316.956787,48.269932
845,69,3484.564209,50.500931
846,45,2331.035889,51.800797
847,42,2270.079590,54.049515
848,64,3481.443115,54.397549
849,37,2071.845703,55.995831
850,55,2697.336182,49.042477
851,35,2057.792480,58.794071
852,43,2112.074707,49.118015
853,45,2323.103027,51.624512
854,41,2215.681396,54.041008
855,35,1364.885620,38.996731
856,41,2371.616455,57.844303
857,49,2483.946777,50.692791
858,54,2908.341553,53.858177
859,52,2579.962402,49.614662
860,38,1969.470459,51.828171
861,54,3042.492432,56.342453
862,40,2050.175781,51.254395
863,51,2576.047607,50.510738
864,55,3333.638672,60.611610
865,49,2820.273193,57.556595
866,44,2328.252686,52.914833
867,47,2407.842041,51.230682
868,45,2274.614990,50.547001
869,61,2935.166748,48.117489
870,39,2243.283203,57.520081
871,57,3137.994629,55.052536
872,43,2363.560791,54.966530
873,35,1962.036865,56.058197
874,43,2396.873779,55.741249
875,42,2447.770020,58.280239
876,46,2555.824707,55.561405
877,40,2350.088379,58.752209
878,57,2990.662842,52.467770
879,58,3064.934326,52.843697
880,43,2497.509521,58.081615
881,50,2779.662598,55.593250
882,57,3242.312744,56.882679
883,39,2273.739746,58.301018
884,57,3257.829102,57.154896
885,42,2359.843994,56.186760
886,34,1796.696167,52.844006
887,56,2921.930664,52.177334
888,50,2362.196533,47.243931
889,41,2244.309326,54.739250
890,45,2515.095459,55.891010
891,54,2684.253418,49.708397
892,34,1784.520874,52.485909
893,45,2630.036621,58.445259
894,47,2484.219238,52.855728
895,40,2154.993164,53.874828
896,47,2886.357178,61.411854
897,38,1975.912964,51.997711
898,44,2234.659180,50.787708
899,51,2601.999756,51.019604
900,35,1786.301392,51.037182
901,56,3071.988037,54.856930
902,43,2090.913086,48.625885
903,54,3090.388916,57.229424
904,45,2186.675781,48.592796
905,57,2874.032715,50.421627
906,54,2839.627441,52.585693
907,48,2458.589600,51.220615
908,51,2808.103760,55.060860
909,34,1600.242798,47.065964
910,46,2826.567383,61.447117
911,41,2276.911377,55.534424
912,51,2965.936768,58.155624
913,58,3135.025635,54.052166
914,53,3075.881592,58.035503
915,55,3354.429932,60.989635
916,41,2111.196289,51.492592
917,54,2728.416016,50.526222
918,57,3253.510742,57.079136
919,49,2622.199219,53.514271
920,58,2973.456543,51.266491
921,51,2774.210205,54.396278
922,36,1957.210205,54.366951
923,64,3477.470459,54.335476
924,55,2724.487549,49.536137
925,42,2241.444580,53.367729
926,55,2774.406006,50.443745
927,42,2602.914307,61.974152
928,48,2301.651611,47.951077
929,56,3187.533203,56.920235
930,54,2683.844727,49.700829
931,53,2801.402100,52.856644
